Team,Player,Allstars,College,Play_Yrs,Games,Year,Pick,Player_ID,Season_ID,Conference,League_ID,Games_Played,Minutes,Points,O_Rebounds,D_Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Attempted,FG_Made,FT_Attempted,FT_Made,Three_Attempted,Three_Made
PIT,Clifton McNeeley,False,University of Texas at El Paso,0,0,1947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,Glen Selbo,False,University of Wisconsin,1,13,1947,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Bulbs Ehlers,False,Purdue University,2,99,1947,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Walt Dropo,False,University of Connecticut,0,0,1947,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Dick Holub,False,Long Island University,1,48,1947,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHW,Chink Crossin,False,University of Pennsylvania,3,147,1947,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Jack Underman,False,Ohio State University,0,0,1947,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Paul Huston,False,Ohio State University,1,46,1947,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Dick O'Keefe,False,Santa Clara University,4,172,1947,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Larry Killick,False,University of Vermont,0,0,1947,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Robert Bolyard,False,University of Toledo,0,0,1947,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Elmer Gainer,False,DePaul University,2,20,1947,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1950,East,NBA,1,0,5,0,0,5,2,0,0,0,0,4,2,1,1,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1956,East,NBA,1,24,8,0,0,11,1,0,0,0,0,7,4,2,0,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1955,East,NBA,1,30,16,0,0,5,2,0,0,0,0,12,5,7,6,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1954,East,NBA,1,36,13,0,0,14,3,0,0,0,0,7,4,5,5,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1953,East,NBA,1,28,5,0,0,18,3,0,0,0,0,2,0,6,5,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1952,East,NBA,1,19,3,0,0,3,2,0,0,0,0,4,1,2,1,0,0
BLB,Harry Gallatin,True,Truman State University,10,682,1947,13,gallaha01,1951,East,NBA,1,22,7,0,0,9,3,0,0,0,0,5,3,4,1,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1950,East,NBA,1,0,5,0,0,5,2,0,0,0,0,4,2,1,1,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1956,East,NBA,1,24,8,0,0,11,1,0,0,0,0,7,4,2,0,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1955,East,NBA,1,30,16,0,0,5,2,0,0,0,0,12,5,7,6,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1954,East,NBA,1,36,13,0,0,14,3,0,0,0,0,7,4,5,5,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1953,East,NBA,1,28,5,0,0,18,3,0,0,0,0,2,0,6,5,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1952,East,NBA,1,19,3,0,0,3,2,0,0,0,0,4,1,2,1,0,0
NYK,Harry Gallatin,True,Truman State University,10,682,1948,69,gallaha01,1951,East,NBA,1,22,7,0,0,9,3,0,0,0,0,5,3,4,1,0,0
BLB,Scotty Hamilton,False,West Virginia University,0,0,1947,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Hugh Hampton,False,High Point University,0,0,1947,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Bob Jake,False,University of Vermont,0,0,1947,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Charles Raynor,False,University of Houston,0,0,1947,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Chick Reiser,False,New York University,3,171,1947,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,John Rusinko,False,Pennsylvania State University,0,0,1947,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Bob Alemeida,False,0,0,0,1947,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Hank Biasatti,False,Long Island University,1,6,1947,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Johnny Ezersky,False,University of Rhode Island,3,135,1947,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,George Felt,False,Northwestern University,0,0,1947,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Jack Hewson,False,Temple University,1,24,1947,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,John Kelly,False,University of Notre Dame,0,0,1947,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,George Petrovick,False,0,0,0,1947,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Gene Stump,False,DePaul University,3,148,1947,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Ralph Bishop,False,University of Washington,0,0,1947,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Jimmy Darden,False,University of Denver,1,26,1947,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Hank Decker,False,West Texas A&M University,0,0,1947,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Andy Phillip,True,University of Illinois at Urbana-Champaign,11,701,1947,31,phillan01,1954,West,NBA,1,28,6,0,0,3,6,0,0,0,0,4,3,0,0,0,0
CHS,Andy Phillip,True,University of Illinois at Urbana-Champaign,11,701,1947,31,phillan01,1953,West,NBA,1,19,2,0,0,3,3,0,0,0,0,4,1,1,0,0,0
CHS,Andy Phillip,True,University of Illinois at Urbana-Champaign,11,701,1947,31,phillan01,1952,West,NBA,1,36,9,0,0,6,8,0,0,0,0,9,4,1,1,0,0
CHS,Andy Phillip,True,University of Illinois at Urbana-Champaign,11,701,1947,31,phillan01,1950,East,NBA,1,0,6,0,0,10,8,0,0,0,0,8,3,0,0,0,0
CHS,Andy Phillip,True,University of Illinois at Urbana-Champaign,11,701,1947,31,phillan01,1951,East,NBA,1,30,11,0,0,3,6,0,0,0,0,6,4,3,3,0,0
CHS,Jim Pollard,True,Stanford University,7,438,1947,32,pollaji01,1950,West,NBA,1,0,4,0,0,4,5,0,0,0,0,11,2,0,0,0,0
CHS,Jim Pollard,True,Stanford University,7,438,1947,32,pollaji01,1954,West,NBA,1,27,17,0,0,4,0,0,0,0,0,19,7,3,3,0,0
CHS,Jim Pollard,True,Stanford University,7,438,1947,32,pollaji01,1953,West,NBA,1,41,23,0,0,3,3,0,0,0,0,22,10,5,3,0,0
CHS,Jim Pollard,True,Stanford University,7,438,1947,32,pollaji01,1951,West,NBA,1,29,4,0,0,11,5,0,0,0,0,17,2,0,0,0,0
PHW,Jim Pollard,True,Stanford University,7,438,1947,49,pollaji01,1950,West,NBA,1,0,4,0,0,4,5,0,0,0,0,11,2,0,0,0,0
PHW,Jim Pollard,True,Stanford University,7,438,1947,49,pollaji01,1954,West,NBA,1,27,17,0,0,4,0,0,0,0,0,19,7,3,3,0,0
PHW,Jim Pollard,True,Stanford University,7,438,1947,49,pollaji01,1953,West,NBA,1,41,23,0,0,3,3,0,0,0,0,22,10,5,3,0,0
PHW,Jim Pollard,True,Stanford University,7,438,1947,49,pollaji01,1951,West,NBA,1,29,4,0,0,11,5,0,0,0,0,17,2,0,0,0,0
STB,Jim Pollard,True,Stanford University,7,438,1947,66,pollaji01,1950,West,NBA,1,0,4,0,0,4,5,0,0,0,0,11,2,0,0,0,0
STB,Jim Pollard,True,Stanford University,7,438,1947,66,pollaji01,1954,West,NBA,1,27,17,0,0,4,0,0,0,0,0,19,7,3,3,0,0
STB,Jim Pollard,True,Stanford University,7,438,1947,66,pollaji01,1953,West,NBA,1,41,23,0,0,3,3,0,0,0,0,22,10,5,3,0,0
STB,Jim Pollard,True,Stanford University,7,438,1947,66,pollaji01,1951,West,NBA,1,29,4,0,0,11,5,0,0,0,0,17,2,0,0,0,0
CHS,Ben Schadler,False,Northwestern University,1,37,1947,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Don Smith,False,University of Minnesota,1,8,1947,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Don Smith,False,University of Dayton,1,54,1974,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR,Don Smith,False,Oregon State University,0,0,1977,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Jack Stone,False,Kansas State University,0,0,1947,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Jack Stone,False,Kansas State University,0,0,1951,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Gene Vance,False,University of Illinois at Urbana-Champaign,5,175,1947,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Andy Duncan,False,College of William & Mary,3,136,1947,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Ray Evans,False,University of Kansas,0,0,1947,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Ed Golub,False,0,0,0,1947,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Garland Head,False,Texas Tech University,0,0,1947,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Ron Livingston,False,Saint Mary's College of California,0,0,1947,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Dan Miller,False,Saint Louis University,0,0,1947,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Wat Misaka,False,University of Utah,1,3,1947,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Carl Reichert,False,University of Findlay,0,0,1947,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Tom Tomlinson,False,Southern Methodist University,0,0,1947,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHW,Norman Butz,False,Saint Joseph's University,0,0,1947,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHW,Jim Kaeding,False,York College of Pennsylvania,0,0,1947,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHW,Ed Koffenberger,False,Duke University,0,0,1947,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Bob Alamo,False,Santa Clara University,0,0,1947,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,George Brown,False,0,0,0,1947,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNL,George Brown,False,Wayne State University,1,1,1957,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Dick Ives,False,University of Iowa,0,0,1947,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Herman Knoche,False,Washington & Jefferson College,0,0,1947,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Fritz Nagy,False,University of Akron,1,50,1947,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Jack Walton,False,DePaul University,0,0,1947,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Joe Barry,False,0,0,0,1947,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Dick Furey,False,University of St. Thomas,0,0,1947,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Bob Hubbard,False,Springfield College,2,62,1947,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Bob Joyce,False,Bates College,0,0,1947,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Roy Lipscomb,False,St. Mary's College of Maryland,0,0,1947,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,John Mills,False,Hofstra University,0,0,1947,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Al Nichols,False,University of Rhode Island,0,0,1947,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Jack Knopf,False,University of Louisville,0,0,1947,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Bob Kurland,False,Oklahoma State University,0,0,1947,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Paul Napolitano,False,University of San Francisco,1,1,1947,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Bill Strannigan,False,University of Wyoming,0,0,1947,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Herb Wilkinson,False,University of Iowa,0,0,1947,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,Frank Broyles,False,Georgia Institute of Technology,0,0,1947,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,Paul Hoffman,False,Purdue University,6,317,1947,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUF,Paul Hoffman,False,St. Bonaventure University,0,0,1972,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,Wimpy Quinn,False,University of Oregon,0,0,1947,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,Red Rocha,True,Oregon State University,9,586,1947,72,rochare01,1950,East,NBA,1,0,8,0,0,2,3,0,0,0,0,10,2,4,4,0,0
TRH,Red Rocha,True,Oregon State University,9,586,1947,72,rochare01,1951,East,NBA,1,28,12,0,0,5,2,0,0,0,0,11,5,2,2,0,0
WSC,Bill Burke,False,St. Mary's College of Maryland,0,0,1947,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Paul Cloyd,False,University of Wisconsin,1,7,1947,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,John Mandic,False,Oregon State University,2,81,1947,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Saul Mariaschin,False,Harvard University,1,43,1947,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Abel Rodriguez,False,University of San Francisco,0,0,1947,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Irv Rothenberg,False,Long Island University,3,131,1947,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Jack Tingle,False,University of Kentucky,2,39,1947,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Matt Zunic,False,George Washington University,1,56,1947,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO,Andy Tonkovich,False,Marshall University,1,17,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,George Kok,False,University of Arkansas,0,0,1948,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,George Hauptfuhrer,False,Harvard University,0,0,1948,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1950,East,NBA,1,0,15,0,0,14,3,0,0,0,0,10,7,2,1,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1961,East,NBA,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1960,East,NBA,1,27,21,0,0,6,3,0,0,0,0,15,7,7,7,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1959,East,NBA,1,27,19,0,0,10,0,0,0,0,0,19,8,3,3,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1958,East,NBA,1,22,13,0,0,13,1,0,0,0,0,11,3,8,7,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1957,East,NBA,1,39,18,0,0,9,2,0,0,0,0,15,6,6,6,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1956,East,NBA,1,25,9,0,0,10,1,0,0,0,0,6,4,1,1,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1955,East,NBA,1,25,14,0,0,4,2,0,0,0,0,8,4,10,6,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1954,East,NBA,1,29,15,0,0,13,1,0,0,0,0,12,6,3,3,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1953,East,NBA,1,24,6,0,0,12,1,0,0,0,0,3,1,6,4,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1952,East,NBA,1,26,8,0,0,13,3,0,0,0,0,7,2,4,4,0,0
NYK,Dolph Schayes,True,New York University,15,996,1948,4,schaydo01,1951,East,NBA,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Ed Mikan,False,DePaul University,6,323,1948,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Walt Budko,False,Columbia University,4,253,1948,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,Robert Gale,False,Cornell University,0,0,1948,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTW,Ward Williams,False,Indiana University,1,53,1948,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNL,Chuck Hanger,False,University of California,0,0,1948,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROC,Bobby Wanzer,False,Seton Hall University,9,568,1948,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHW,Don Ray,False,Western Kentucky University,1,61,1948,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSC,Jack Nichols,False,University of Washington,9,505,1948,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,Jack Nichols,False,Colgate University,0,0,1957,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Jim Black,False,Occidental College,0,0,1948,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Darrell Brown,False,Humboldt State University,1,3,1948,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Robert Carroll,False,West Virginia University,0,0,1948,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Jake Carter,False,East Texas State University,1,24,1948,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Marvin English,False,Newberry College,0,0,1948,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Gene Fellmoth,False,Wittenberg University,0,0,1948,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,J.W. Fullerton,False,Arkansas State University,0,0,1948,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Marshall Gemberling,False,Lebanon Valley College,0,0,1948,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Vince Hansen,False,Washington State University,0,0,1948,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Joe Holland,False,University of Kentucky,3,186,1948,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Wayne Jones,False,American International College,0,0,1948,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Wayne Jones,False,Niagara University,0,0,1971,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Dan Kraus,False,Georgetown University,1,13,1948,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Herb Krautblatt,False,Rider University,1,10,1948,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLB,Paul Marcincin,False,Moravian College,0,0,1948,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Johnny Bach,False,Fordham University,1,34,1948,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Norman Carey,False,Oregon State University,0,0,1948,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Bob Curran,False,College of the Holy Cross,0,0,1948,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Neil Dooley,False,Colgate University,0,0,1948,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Jack Hauser,False,University of Denver,0,0,1948,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Marshall Hawkins,False,University of Tennessee,1,39,1948,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Tom Kelly,False,New York University,1,27,1948,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Murray Mitchell,False,Sam Houston State University,1,2,1948,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Guinn Phillips,False,Texas Wesleyan University,0,0,1948,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Ray Wehde,False,Iowa State University,0,0,1948,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Hook Dillon,False,University of North Carolina,1,22,1948,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Whitey Kachan,False,DePaul University,1,52,1948,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Mickey Marty,False,Loras College,0,0,1948,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Ed Mills,False,University of Wisconsin,0,0,1948,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Don Reagan,False,Murray State University,0,0,1948,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Joe Shafer,False,Wheaton College,0,0,1948,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Odie Spears,False,Western Kentucky University,8,479,1948,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS,Fred Weber,False,Siena College,0,0,1948,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTW,Bobby Cook,False,University of Wisconsin,1,51,1948,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTW,Link Richmond,False,University of Arizona,0,0,1948,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTW,Kenny Rollins,False,University of Kentucky,3,168,1948,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTW,Murray Wier,False,University of Iowa,1,56,1948,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Reede Berg,False,University of Oregon,0,0,1948,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Jack Coleman,True,Louisiana State University,0,0,1948,50,colemja01,1954,West,NBA,1,19,6,0,0,6,1,0,0,0,0,8,2,3,2,0,0
PRO,Jack Coleman,True,University of Louisville,9,633,1948,85,colemja01,1954,West,NBA,1,19,6,0,0,6,1,0,0,0,0,8,2,3,2,0,0
ROC,Jack Coleman,True,University of Louisville,9,633,1949,17,colemja01,1954,West,NBA,1,19,6,0,0,6,1,0,0,0,0,8,2,3,2,0,0
INJ,Alex Hannum,False,University of Southern California,8,516,1948,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Norman Kohler,False,University of North Carolina,0,0,1948,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Andy Kostecka,False,Georgetown University,1,21,1948,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Ray Lumpp,False,New York University,5,300,1948,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Bob Paxton,False,University of North Carolina,0,0,1948,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Jack Phoenix,False,University of Idaho,0,0,1948,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INJ,Dick Wehr,False,Rice University,1,9,1948,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNL,Cliff Crandall,False,Oregon State University,0,0,1948,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNL,Arnie Ferrin,False,University of Utah,3,178,1948,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNL,Earl Gardner,False,DePauw University,1,50,1948,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
